FACILITY_ID,FACILITY_NAME,CHEM_NAME,CAS_NUM,CHEM_ID,CARCINOGEN,CLEAN_AIR,LIST_3350,STREET_ADDRESS,CITY_NAME,COUNTY_NAME,STATE_ABBR,GENERIC_CHEM_NAME,CAS_CHEM_NAME,INDUSTRY_CODE
61108GRDNB2600H,GORDON BARTELS CO,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N090,N,Y,Y,2600 HARRISON AVE,ROCKFORD,WINNEBAGO,IL,NA,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),325
61401DMRLDMONMO,MAYTAG GALESBURG REFRIGERATION PRODUCTS,N-BUTYL ALCOHOL,     71-36-3,71363,N,N,N,1801 MONMOUTH BLVD,GALESBURG,KNOX,IL,NA,N-BUTYL ALCOHOL,335
60410XXNMD24420,IMTT ILLINOIS - JOLIET FACILITY,METHANOL,     67-56-1,67561,N,Y,N,24420 W DURKEE RD,CHANNAHON,WILL,IL,NA,METHANOL,999
60430CCRTD1111M,ACCURATE DISPERSIONS,MANGANESE COMPOUNDS,N450,N450,N,Y,N,1111 MAPLE AVE,HOMEWOOD,COOK,IL,NA,MANGANESE COMPOUNDS,325
60012CHMTL8200R,CHEMTOOL INC,PHOSPHORIC ACID,   7664-38-2,7664382,N,N,N,8200 RIDGEFIELD RD,CRYSTAL LAKE,MCHENRY,IL,NA,PHOSPHORIC ACID,324
60506BRDNN1019J,HA INTERNATIONAL LLC,FORMALDEHYDE,     50-00-0,50000,Y,Y,N,1019 JERICHO RD,AURORA,KANE,IL,NA,FORMALDEHYDE,325
60628SHRWN11541,SHERWIN-WILLIAMS CO,METHANOL,     67-56-1,67561,N,Y,N,11700 S COTTAGE GROVE,CHICAGO,COOK,IL,NA,METHANOL,325
60439NCLCR135TH,CITGO PETROLEUM CORP LEMONT REFINERY,ACETONE,     67-64-1,67641,N,N,N,135TH ST & NEW AVE,LEMONT,WILL,IL,NA,ACETONE,324
61354MRCNNWESTM,AMERICAN NICKELOID CO,N-METHYL-2-PYRROLIDONE,    872-50-4,872504,N,N,N,2900 MAIN ST,PERU,LA SALLE,IL,NA,N-METHYL-2-PYRROLIDONE,332
60525STRKY9600W,B-B CHEMICAL CORP.,N-BUTYL ALCOHOL,     71-36-3,71363,N,N,N,9600 W OGDEN AVE,LA GRANGE,COOK,IL,NA,N-BUTYL ALCOHOL,325
60077GDSRL4901S,GD SEARLE LLC/PFIZER PARKWAY IL,N-BUTYL ALCOHOL,     71-36-3,71363,N,N,N,4901 SEARLE PKWY,SKOKIE,COOK,IL,NA,N-BUTYL ALCOHOL,325
60178TRNRC821PA,COOPER INDUSTRIES HAND TOOL DIV TURNER PLANT,PROPYLENE,    115-07-1,115071,N,N,N,821 PARK AVE,SYCAMORE,DEKALB,IL,NA,PROPYLENE,332
60632CNTRL2935W,CENTRAL DIE CASTING,ETHYLENE GLYCOL,    107-21-1,107211,N,Y,N,2935 W 47TH ST,CHICAGO,COOK,IL,NA,ETHYLENE GLYCOL,331
60525JDWPR5301D,A J DAW PRINTING CO INC,COPPER COMPOUNDS,N100,N100,N,N,N,5301 DANSHER RD,COUNTRYSIDE,COOK,IL,NA,COPPER COMPOUNDS,325
61866CRDCX201EV,STOLLE CORP CARADCO CO,METHYL ETHYL KETONE,     78-93-3,78933,N,N,Y,201 EVANS DR,RANTOUL,CHAMPAIGN,IL,NA,METHYL ETHYL KETONE,321
60638GNRLP6600S,SUN CHEMICAL CORP GPI,CERTAIN GLYCOL ETHERS,N230,N230,N,Y,N,6600 S MELVINA AVE,CHICAGO,COOK,IL,NA,CERTAIN GLYCOL ETHERS,325
61821MRTHN511SS,MPLX TERMINALS LLC - CHAMPAIGN IL TERMINAL,CUMENE,     98-82-8,98828,N,Y,N,511 S STALEY RD,CHAMPAIGN,CHAMPAIGN,IL,NA,CUMENE,4247
60077GDSRL4901S,GD SEARLE LLC/PFIZER PARKWAY IL,N N-DIMETHYLFORMAMIDE,     68-12-2,68122,Y,Y,N,4901 SEARLE PKWY,SKOKIE,COOK,IL,NA,N N-DIMETHYLFORMAMIDE,325
60624CLRCM4242W,COLOR COMMUNICATIONS INC,ACETONE,     67-64-1,67641,N,N,N,4242 W FILLMORE,CHICAGO,COOK,IL,NA,ACETONE,323
60543WSTLL101KE,RADIAC ABRASIVES INC.,FREON 113,     76-13-1,76131,N,N,N,101 KENDALL POINT DR,OSWEGO,KENDALL,IL,NA,FREON 113,327
60053SKDNC8050N,SKO-DIE INC,ACETONE,     67-64-1,67641,N,N,N,8050 N AUSTIN AVE,MORTON GROVE,COOK,IL,NA,ACETONE,332
60053RGSTC8210N,REGIS TECHNOLOGIES INC,CHLOROFORM,     67-66-3,67663,Y,Y,Y,8210 N AUSTIN AVE,MORTON GROVE,COOK,IL,NA,CHLOROFORM,334
60160LBRTC2525A,ALBERTO-CULVER USA INC,AMMONIA,   7664-41-7,7664417,N,N,N,2525 ARMITAGE AVE,MELROSE PARK,COOK,IL,NA,AMMONIA,325
60007MTCHC701FA,IMI-TECH CORP,METHANOL,     67-56-1,67561,N,Y,N,701 FARGO AVE,ELK GROVE VILLAGE,COOK,IL,NA,METHANOL,325
60901NTDCT2850F,MICRO INKS CORP,DIBUTYL PHTHALATE,     84-74-2,84742,N,Y,N,2850 FESTIVAL DR,KANKAKEE,KANKAKEE,IL,NA,DIBUTYL PHTHALATE,325
60521MDNSC210WE,MEADEN SCREW PRODUCTS CO,ANTIMONY COMPOUNDS,N010,N010,N,Y,N,16W 210 W 83RD STREET,BURR RIDGE,DUPAGE,IL,NA,ANTIMONY COMPOUNDS,332
60123MRCHM1441T,AMERICHEM INC EIL,NICKEL,   7440-02-0,7440020,Y,Y,Y,1441 TIMBER DR,ELGIN,KANE,IL,NA,NICKEL,325
62525MLLRC500WE,MUELLER CO-PLANT #1,TETRACHLOROETHYLENE,    127-18-4,127184,Y,Y,Y,500 W ELDORADO ST,DECATUR,MACON,IL,NA,TETRACHLOROETHYLENE,334
60646PRLSS5800N,PEERLESS OF AMERICA INC,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,5800 N PULASKI RD,CHICAGO,COOK,IL,NA,SODIUM HYDROXIDE (SOLUTION),333
60827RVRDL13601,RIVERDALE INDUSTRIES INC,ZINC COMPOUNDS,N982,N982,N,N,N,13601 S ASHLAND AVE,RIVERDALE,COOK,IL,NA,ZINC COMPOUNDS,325
61270GPPLN709WE,GE CO CONTROL PRODUCTS,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N090,N,Y,Y,709 W WALL ST,MORRISON,WHITESIDE,IL,NA,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),334
62942MRNCR1820P,AMEREN CORP GRAND TOWER POWER STATION,BARIUM COMPOUNDS,N040,N040,N,N,N,1820 POWER PLANT RD,GRAND TOWER,JACKSON,IL,NA,BARIUM COMPOUNDS,2211
60627CMSTL13500,ARCELORMITTAL RIVERDALE LLC,METHYL ISOBUTYL KETONE,    108-10-1,108101,N,Y,Y,13500 S PERRY AVE,RIVERDALE,COOK,IL,NA,METHYL ISOBUTYL KETONE,331
61554PKNNR1300S,PACIFIC ETHANOL PEKIN LLC,VANADIUM COMPOUNDS,N770,N770,N,N,N,1300 S 2ND ST,PEKIN,TAZEWELL,IL,NA,VANADIUM COMPOUNDS,311
6062WGLBLM2825W,GLOBAL MATERIAL TECHNOLOGIES INC,ALUMINUM (FUME OR DUST),   7429-90-5,7429905,N,N,N,2825 W 31ST ST,CHICAGO,COOK,IL,NA,ALUMINUM (FUME OR DUST),327
60638WLLMS5241W,WILLIAMS-HAYWARD PROTECTIVE COATINGS INC,TOLUENE,    108-88-3,108883,N,Y,N,5241 W 70TH PL,BEDFORD PARK,COOK,IL,NA,TOLUENE,325
60632ZRLND3115W,I PULLOMA PAINTS INC,N-BUTYL ALCOHOL,     71-36-3,71363,N,N,N,3115 WEST 36TH ST,CHICAGO,COOK,IL,NA,N-BUTYL ALCOHOL,325
62048CNCNC2150S,PHILLIPS 66 TERMINAL,2-METHOXYETHANOL,    109-86-4,109864,N,N,N,2150 S DELMAR AVE,HARTFORD,MADISON,IL,NA,2-METHOXYETHANOL,4247
62201TRDWS7MOBI,VEOLIA ES TECHNICAL SOLUTIONS LLC,BENZOYL PEROXIDE,     94-36-0,94360,N,N,N,7 MOBILE AVE,SAUGET,ST CLAIR,IL,NA,BENZOYL PEROXIDE,562
61132RCKFR1200W,GKN LAND SYSTEMS,1 1 1-TRICHLOROETHANE,     71-55-6,71556,N,Y,Y,1200 WINDSOR RD,LOVES PARK,WINNEBAGO,IL,NA,1 1 1-TRICHLOROETHANE,336
61360JHNBW524EU,JOHN A. BIEWER OF ILLINOIS,COPPER,   7440-50-8,7440508,N,N,N,524 E UNION ST,SENECA,LA SALLE,IL,NA,COPPER,321
60115DKLBP221GR,DEKALB PLATING CO INC,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,221 GROVE ST,DE KALB,DEKALB,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",332
60048THSLR100SO,SOLAR CORP,CERTAIN GLYCOL ETHERS,N230,N230,N,Y,N,100 SOLAR DR,LIBERTYVILLE,LAKE,IL,NA,CERTAIN GLYCOL ETHERS,313
6160WVCNPR1CASS,VCNA PRAIRIE LLC - YARD 1028,LEAD,   7439-92-1,7439921,Y,Y,Y,100 CASS STREET,PEORIA,PEORIA,IL,NA,LEAD,327
6063WHSTLF6499W,HOIST LIFTRUCK MANUFACTURING INC,NICKEL,   7440-02-0,7440020,Y,Y,Y,6499 W 65TH STREET,BEDFORD PARK,COOK,IL,NA,NICKEL,333
61401NTNLCRTE15,NATIONAL COATINGS INC,FORMALDEHYDE,     50-00-0,50000,Y,Y,N,604 US HWY 150 E,GALESBURG,KNOX,IL,NA,FORMALDEHYDE,325
60148MCRPR129SO,METAL IMPROVEMENT CO INC E/M DIV,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,129 S EISENHOWER LN,LOMBARD,DUPAGE,IL,NA,SODIUM HYDROXIDE (SOLUTION),332
60623BLLCT2904W,ABLE ELECTRO-POLISHING CO,SODIUM NITRITE,   7632-00-0,7632000,N,N,N,2904 W 26TH ST,CHICAGO,COOK,IL,NA,SODIUM NITRITE,332
60619SFTSH1000E,SOFT SHEEN PRODUCTS INC,NITRIC ACID,   7697-37-2,7697372,N,N,N,1000 E 87TH ST,CHICAGO,COOK,IL,NA,NITRIC ACID,325
62201TRDWS7MOBI,VEOLIA ES TECHNICAL SOLUTIONS LLC,C.I. SOLVENT YELLOW 34,    492-80-8,492808,Y,N,N,7 MOBILE AVE,SAUGET,ST CLAIR,IL,NA,C.I. SOLVENT YELLOW 34,562
60048DRSSREASTS,KOMATSU DRESSER CO,METHYL ISOBUTYL KETONE,    108-10-1,108101,N,Y,Y,801 E SUNNYSIDE AVE,LIBERTYVILLE,LAKE,IL,NA,METHYL ISOBUTYL KETONE,333
62048CHMTCROUTE,CHEMETCO INC,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,3754 CHEMETCO LN,HARTFORD,MADISON,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",331
62201TRDWS7MOBI,VEOLIA ES TECHNICAL SOLUTIONS LLC,1 2 4-TRIMETHYLBENZENE,     95-63-6,95636,N,N,N,7 MOBILE AVE,SAUGET,ST CLAIR,IL,NA,1 2 4-TRIMETHYLBENZENE,562
62960LLDSGUSHWY,HONEYWELL INTERNATIONAL INC,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,2768 N US HWY 45,METROPOLIS,MASSAC,IL,NA,SODIUM HYDROXIDE (SOLUTION),336
60650LCTRN1821S,ELECTRONIC PLATING CO,CADMIUM COMPOUNDS,N078,N078,N,Y,Y,1821 S 54TH AVE,CICERO,COOK,IL,NA,CADMIUM COMPOUNDS,332
6293WTHMRC985HI,THE AMERICAN COAL CO,N-BUTYL ALCOHOL,     71-36-3,71363,N,N,N,9085 HIGHWAY 34 NORTH,GALATIA,SALINE,IL,NA,N-BUTYL ALCOHOL,2121
61104DSCPR2215K,DASCO PRO INC,COPPER,   7440-50-8,7440508,N,N,N,2215 KISHWAUKEE ST,ROCKFORD,WINNEBAGO,IL,NA,COPPER,332
60101DPGPL1706A,DUPAGE PLATING CO,ZINC COMPOUNDS,N982,N982,N,N,N,1706 ARMITAGE CT,ADDISON,DUPAGE,IL,NA,ZINC COMPOUNDS,332
60090NTDTC511GL,UNITED TECHNOLOGIES AUTOMOTIVE INC,1 1 1-TRICHLOROETHANE,     71-55-6,71556,N,Y,Y,511 GLENN AVE,WHEELING,COOK,IL,NA,1 1 1-TRICHLOROETHANE,332
60617SSSTH79THS,USS SOUTH WORKS,ARSENIC COMPOUNDS,N020,N020,N,Y,N,79TH ST & BRANDON AVE,CHICAGO,COOK,IL,NA,ARSENIC COMPOUNDS,324
62881BSFCR390WE,FLINT INK NA CORP - SALEM,COPPER,   7440-50-8,7440508,N,N,N,390 WELLS ST,SALEM,MARION,IL,NA,COPPER,325
60622MDWST1001W,MIDWEST ZINC CORP CHICAGO FACILITY,LEAD,   7439-92-1,7439921,Y,Y,Y,1001 W WEED ST,CHICAGO,COOK,IL,NA,LEAD,325
61073WRNRLHIGHW,WARNER ELECTRIC INC,1 1 1-TRICHLOROETHANE,     71-55-6,71556,N,Y,Y,5253 MCCURRY RD,ROSCOE,WINNEBAGO,IL,NA,1 1 1-TRICHLOROETHANE,335
61491FMCCRHWY17,FMC CORP,ETHYLBENZENE,    100-41-4,100414,N,Y,N,HWY 17 E,WYOMING,STARK,IL,NA,ETHYLBENZENE,325
62048CHMTCROUTE,CHEMETCO INC,ALUMINUM (FUME OR DUST),   7429-90-5,7429905,N,N,N,3754 CHEMETCO LN,HARTFORD,MADISON,IL,NA,ALUMINUM (FUME OR DUST),331
61821LLYNG17WWA,ILLINOIS NI CAST (DBA) ALLOY ENGINEERING & CASTING CO,COBALT,   7440-48-4,7440484,Y,Y,N,1700 W WASHINGTON ST,CHAMPAIGN,CHAMPAIGN,IL,NA,COBALT,331
60120SHKPR1201S,ITW SHAKEPROOF,METHANOL,     67-56-1,67561,N,Y,N,1201 ST CHARLES RD,ELGIN,KANE,IL,NA,METHANOL,332
60455MGRDR7455S,MAGRUDER COLOR CO INC,BARIUM COMPOUNDS,N040,N040,N,N,N,7455 S 76TH AVENUE,BRIDGEVIEW,COOK,IL,NA,BARIUM COMPOUNDS,325
60507CTRPLRT31B,CATERPILLAR INC,CYCLOHEXANE,    110-82-7,110827,N,N,N,BOX 348 RT 31S,AURORA,KENDALL,IL,NA,CYCLOHEXANE,333
60107MYRMT121FR,OZINGA READY-MIX STREAMWOOD PLANT,MERCURY,   7439-97-6,7439976,N,Y,Y,1021 FRANCES DR,STREAMWOOD,COOK,IL,NA,MERCURY,327
60648MPRLD6300W,PULLMAN CO IMPERIAL DIV,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,6300 WEST HOWARD ST,NILES,COOK,IL,NA,SODIUM HYDROXIDE (SOLUTION),332
60632CNDYC2515W,CANDY & CO PECK'S PRODUCTS CO,ISOPROPYL ALCOHOL (MANUFACTURING STRONG-ACID PROCESS ONLY NO SUPPLIER),     67-63-0,67630,N,N,N,2515 W 35TH ST,CHICAGO,COOK,IL,NA,ISOPROPYL ALCOHOL (MANUFACTURING STRONG-ACID PROCESS ONLY NO SUPPLIER),325
60507CTRPLRT31B,CATERPILLAR INC,METHYL ETHYL KETONE,     78-93-3,78933,N,N,Y,BOX 348 RT 31S,AURORA,KENDALL,IL,NA,METHYL ETHYL KETONE,333
61104HLDXB22221,CONCENTRIC ROCKFORD INC,MANGANESE,   7439-96-5,7439965,N,Y,N,2222 15TH ST,ROCKFORD,WINNEBAGO,IL,NA,MANGANESE,333
60140LCTRM15NRW,ELECTRO-MAX INC,TRICHLOROETHYLENE,     79-01-6,79016,Y,Y,Y,105 N ROWELL RD,HAMPSHIRE,KANE,IL,NA,TRICHLOROETHYLENE,332
60007PNRSC2700Y,ITW NA METAL FASTENERS,COPPER COMPOUNDS,N100,N100,N,N,N,2700 YORK RD,ELK GROVE VILLAGE,COOK,IL,NA,COPPER COMPOUNDS,332
62306CTQNC2800R,ADM QUINCY REFINERY,AMMONIA,   7664-41-7,7664417,N,N,N,2701 REFINERY RD,QUINCY,ADAMS,IL,NA,AMMONIA,311
60134JHNSN300SO,JOHNSON CONTROLS,ANTIMONY,   7440-36-0,7440360,N,Y,N,300 S GLENGARRY DR,GENEVA,KANE,IL,NA,ANTIMONY,335
60153MRTSC17THA,MERIT SCREW MACHINE PRODUCTS  CO,TRICHLOROETHYLENE,     79-01-6,79016,Y,Y,Y,17TH & 21ST STS,BROADVIEW,COOK,IL,NA,TRICHLOROETHYLENE,332
60101CRTXC410FA,CARTEX CORP,TOLUENE-2 4-DIISOCYANATE,    584-84-9,584849,Y,Y,N,410 FACTORY RD,ADDISON,DUPAGE,IL,NA,TOLUENE-2 4-DIISOCYANATE,326
60507SLMST1901B,SEALMASTER BEARINGS EMERSON POWER TRANSMISSION,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N090,N,Y,Y,1901 BILTER RD,AURORA,KANE,IL,NA,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),332
60091VNSLB855LI,VENUS LABS INC,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,855 LIVELY BLVD,WOOD DALE,DUPAGE,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",325
62205KZCTN2904M,NUPLEX RESINS LLC,STYRENE,    100-42-5,100425,Y,Y,N,2904 MISSOURI AVE,EAST SAINT LOUIS,ST CLAIR,IL,NA,STYRENE,325
61008PCHBL1005M,EAGLE POLYISO,TRICHLOROFLUOROMETHANE,     75-69-4,75694,N,N,N,1005 MCKINLEY AVE,BELVIDERE,BOONE,IL,NA,TRICHLOROFLUOROMETHANE,326
62040PRCTM25NOR,PRECOAT METALS,TOLUENE,    108-88-3,108883,N,Y,N,25 NORTHGATE IND US TRIAL DR,GRANITE CITY,MADISON,IL,NA,TOLUENE,332
62024LNCRPSHAMR,OLIN CORP WINCHESTER MAIN PLANT,ARSENIC,   7440-38-2,7440382,Y,Y,N,427 NORTH SHAMROCK ST.,EAST ALTON,MADISON,IL,NA,ARSENIC,332
60466THNTR2600B,TAKASAGO INTERNATIONAL CORP,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,2600 BOND ST,UNIVERSITY PARK,WILL,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",325
62002LLNSPNO1CH,WOOD RIVER POWER STATION,NITRATE COMPOUNDS,N511,N511,N,N,N,#1 CHESSEN LN,ALTON,MADISON,IL,NA,NITRATE COMPOUNDS,2211
61204SRVSF11362,HONEYWELL SAFETY PRODUCTS,CHROMIUM,   7440-47-3,7440473,Y,Y,Y,101 13TH AVE,ROCK ISLAND,ROCK ISLAND,IL,NA,CHROMIUM,316
60566MCRSRWARRE,BP NAPERVILLE CAMPUS,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,150 W WARRENVILLE RD,NAPERVILLE,DUPAGE,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",999
60406BTLSP131ST,BLUE ISLAND PHENOL LLC,BENZENE,     71-43-2,71432,Y,Y,Y,3350 W 131ST ST,BLUE ISLAND,COOK,IL,NA,BENZENE,325
60067RLNGT600SO,ARLINGTON PLATING CO INC,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,600 S VERMONT ST,PALATINE,COOK,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",332
61025PHNXC16675,EAST DUBUQUE NITROGEN FERTILIZERS LLC,AMMONIA,   7664-41-7,7664417,N,N,N,16675 HIGHWAY 20 WEST,EAST DUBUQUE,JO DAVIESS,IL,NA,AMMONIA,325
61559HCPRD917NS,ALCOA BUILDING PRODS,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N090,N,Y,Y,917 N SANTA FE AVE,PRINCEVILLE,PEORIA,IL,NA,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),325
60110MCWHR400EA,POLYNT COMPOSITES USA INC (FORMERLY PCCR USA),SEC-BUTYL ALCOHOL,     78-92-2,78922,N,N,N,99 E COTTAGE AVE,CARPENTERSVILLE,KANE,IL,NA,SEC-BUTYL ALCOHOL,325
60007LDNPR2000A,QUEBECOR WORLD CHICAGO DIV ELK GROVE VILLAGE,DICHLOROMETHANE,     75-09-2,75092,Y,Y,Y,2000 ARRTHUR AVE,ELK GROVE VILLAGE,COOK,IL,NA,DICHLOROMETHANE,323
60177CSTML414WD,CUSTOM ALUMINUM PRODUCTS INC,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N090,N,Y,Y,414 W DIVISION ST,SOUTH ELGIN,KANE,IL,NA,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),331
60609HYSNC4309S,HYSAN CORP,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,4309 S MORGAN ST,CHICAGO,COOK,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",325
62837HBWLLINDUS,H B WILLIAMSON CO,METHANOL,     67-56-1,67561,N,Y,N,INDUSTRIAL PARK HWY 15 W,FAIRFIELD,WAYNE,IL,NA,METHANOL,321
61125MTLCR4500K,PROGRESSIVE STEEL TREATING INC,COPPER,   7440-50-8,7440508,N,N,N,4500 KISHWAUKEE ST,ROCKFORD,WINNEBAGO,IL,NA,COPPER,332
61068LLNSR19STE,CHS ROCHELLE,BENZENE,     71-43-2,71432,Y,Y,Y,1900 STEWARD RD,ROCHELLE,OGLE,IL,NA,BENZENE,325
60616FDRTD1882S,FEDERATED PAINT MANUFACTURING CO INC,TRIETHYLAMINE,    121-44-8,121448,N,Y,N,1882 SOUTH NORMAL AVE,CHICAGO,COOK,IL,NA,TRIETHYLAMINE,325
60538RRNDS1002G,AURORA METALS DIV LLC,ALUMINUM (FUME OR DUST),   7429-90-5,7429905,N,N,N,1995 GREENFIELD AVE,MONTGOMERY,KANE,IL,NA,ALUMINUM (FUME OR DUST),331
61401PRTNC576CH,PURITAN/CHURCHILL CHEMICAL CO,DIETHANOLAMINE,    111-42-2,111422,N,Y,N,576 CHAMBERS ST,GALESBURG,KNOX,IL,NA,DIETHANOLAMINE,325
62201THYLPMONSA,AFTON CHEMICAL CORP,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,501 MONSANTO AVE,SAUGET,ST CLAIR,IL,NA,XYLENE (MIXED ISOMERS),324
60115GNRLL1900E,GENERAL ELECTRIC CO,DICHLOROMETHANE,     75-09-2,75092,Y,Y,Y,1900 E PLEASANT ST,DE KALB,DEKALB,IL,NA,DICHLOROMETHANE,335
61938RRDNNROUTE,LSC COMMUNICATIONS / MATTOON,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,6821 E COUNTY RD 1100 N,MATTOON,COLES,IL,NA,SODIUM HYDROXIDE (SOLUTION),323
61032KLLYS3769R,TITAN TIRE CORP OF FREEPORT,CYCLOHEXANE,    110-82-7,110827,N,N,N,3769 RT 20 E,FREEPORT,STEPHENSON,IL,NA,CYCLOHEXANE,326
60648NTRSW6200M,NUTRASWEET CO,PHOSPHORIC ACID,   7664-38-2,7664382,N,N,N,6200 MULFORD,NILES,COOK,IL,NA,PHOSPHORIC ACID,311
61834FBRTQ3650S,FIBERTEQ LLC,STYRENE,    100-42-5,100425,Y,Y,N,3650 SOUTHGATE DR,DANVILLE,VERMILION,IL,NA,STYRENE,327
62401QBCRW420WE,QG LLC,NITRATE COMPOUNDS,N511,N511,N,N,N,420 W IND US TRIAL AVE,EFFINGHAM,EFFINGHAM,IL,NA,NITRATE COMPOUNDS,323
60007FLDCN1500N,GRAPHIC PACKAGING INTERNATIONAL ELK GROVE COMPLEX,1 1 1-TRICHLOROETHANE,     71-55-6,71556,N,Y,Y,1500 NICHOLAS BLVD,ELK GROVE VILLAGE,COOK,IL,NA,1 1 1-TRICHLOROETHANE,322
61008DVCCR424FA,DEVECO CORP,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,424 FAIRVIEW ST,BELVIDERE,BOONE,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",325
60628MSRYC1140E,BULLEN MIDWEST INC,DIBUTYL PHTHALATE,     84-74-2,84742,N,Y,N,1140 E 103RD ST,CHICAGO,COOK,IL,NA,DIBUTYL PHTHALATE,325
62217LLNSP1901B,BALDWIN ENERGY COMPLEX,ANTHRACENE,    120-12-7,120127,N,N,N,10901 BALDWIN RD,BALDWIN,RANDOLPH,IL,NA,ANTHRACENE,2211
61356JSTNS526SO,JOSTENS INC,METHANOL,     67-56-1,67561,N,Y,N,526 S 6TH ST,PRINCETON,BUREAU,IL,NA,METHANOL,323
6093WNRTHN22NRT,ONE EARTH ENERGY LLC,CYCLOHEXANE,    110-82-7,110827,N,N,N,202 N JORDAN DR,GIBSON CITY,FORD,IL,NA,CYCLOHEXANE,325
61008TPTTP826EA,ACCUMENT GLOBAL TECHNOLOGIES - CAMCAR LLC - BELVIDERE IL,COPPER,   7440-50-8,7440508,N,N,N,826 E MADISON ST,BELVIDERE,BOONE,IL,NA,COPPER,332
60455HLTHM7400W,PELSTAR LLC,1 1 1-TRICHLOROETHANE,     71-55-6,71556,N,Y,Y,7400 W 100TH PL,BRIDGEVIEW,COOK,IL,NA,1 1 1-TRICHLOROETHANE,333
62525STLYM2200E,TATE & LYLE DECATUR,MERCURY,   7439-97-6,7439976,N,Y,Y,2200 E ELDORADO ST,DECATUR,MACON,IL,NA,MERCURY,311
60064MMCTLWACKE,AMMCO TOOLS INC,TOLUENE,    108-88-3,108883,N,Y,N,WACKER PARK (RTE 137 & RTE 43),NORTH CHICAGO,LAKE,IL,NA,TOLUENE,333
6111WRCKFR58IND,ROCKFORD COLD HEADING & MANUFACTURING,MANGANESE,   7439-96-5,7439965,N,Y,N,5800 IND US TRIAL AVE,LOVES PARK,WINNEBAGO,IL,NA,MANGANESE,332
60657CRFTS1239W,CRAFTSMAN PLATING & TINNING CORP,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,1239 W SCHOOL ST,CHICAGO,COOK,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",332
60106PLYCR215PA,POLY CIRCUITS,METHANOL,     67-56-1,67561,N,Y,N,215 PARK ST,BENSENVILLE,DUPAGE,IL,NA,METHANOL,334
