FACILITY_ID,FACILITY_NAME,CHEM_NAME,CAS_NUM,CHEM_ID,CARCINOGEN,CLEAN_AIR,LIST_3350,STREET_ADDRESS,CITY_NAME,COUNTY_NAME,STATE_ABBR,GENERIC_CHEM_NAME,CAS_CHEM_NAME,INDUSTRY_CODE
60443CHRDW21901,VALSPAR CONSUMER - MATTESON,ZINC COMPOUNDS,N982,N982,N,N,N,21901 CENTRAL AVE,MATTESON,COOK,IL,NA,ZINC COMPOUNDS,325
60012CHMTL8200R,CHEMTOOL INC,TOLUENE-2 6-DIISOCYANATE,     91-08-7,91087,Y,N,N,8200 RIDGEFIELD RD,CRYSTAL LAKE,MCHENRY,IL,NA,TOLUENE-2 6-DIISOCYANATE,325
62656CNTRLWEST5,ADM ANIMAL NUTRITION,ZINC COMPOUNDS,N982,N982,N,N,N,2250 WEST 5TH ST,LINCOLN,LOGAN,IL,NA,ZINC COMPOUNDS,311
60538WLLMF1200S,CHICAGO FLAMEPROOF & WOOD SPECIALTY CORP,COPPER COMPOUNDS,N100,N100,N,N,N,1200 S LAKE ST,MONTGOMERY,KANE,IL,NA,COPPER COMPOUNDS,321
60609MTLFN4025S,METAL FINISHING RESEARCH CORP,ZINC COMPOUNDS,N982,N982,N,N,N,4025 S PRINCETON AVE,CHICAGO,COOK,IL,NA,ZINC COMPOUNDS,325
60466HYDRT2545B,HYDRITE CHEMICAL CO,N-HEXANE,    110-54-3,110543,N,Y,N,2545 BOND ST,UNIVERSITY PARK,WILL,IL,NA,N-HEXANE,4246
6060WZNGCH2525A,OZINGA READY-MIX CONCRETE-EVANSTON YARD,LEAD,   7439-92-1,7439921,Y,Y,Y,2525 OAKTON ST,EVANSTON,COOK,IL,NA,LEAD,327
60120SFTYK1500E,SAFETY-KLEEN SYSTEMS ELGIN (ELG),LEAD,   7439-92-1,7439921,Y,Y,Y,1500 E VILLA ST,ELGIN,COOK,IL,NA,LEAD,562
61554HNNST220HA,HANNA STEEL CORP,MANGANESE,   7439-96-5,7439965,N,Y,N,220 HANNA DR,PEKIN,TAZEWELL,IL,NA,MANGANESE,332
60016LLNST195AL,ITW FASTEX,DIISOCYANATES,N120,N120,N,Y,N,195 ALGONQUIN RD,DES PLAINES,COOK,IL,NA,DIISOCYANATES,339
60101NVRNM1785A,ENVIRONMENTAL INKS & COATINGS,BARIUM COMPOUNDS,N040,N040,N,N,N,1785 ARMITAGE CT,ADDISON,COOK,IL,NA,BARIUM COMPOUNDS,325
61345MRTNN404FI,MARTIN ENGINEERING,4 4'-METHYLENEBIS(2-CHLOROANILINE),    101-14-4,101144,Y,Y,N,ONE MARTIN PL,NEPONSET,BUREAU,IL,NA,4 4'-METHYLENEBIS(2-CHLOROANILINE),333
60638TBCHM4801S,BRENNTAG GREAT LAKES LLC,AMMONIA,   7664-41-7,7664417,N,N,N,4801 S AUSTIN AVE,CHICAGO,COOK,IL,NA,AMMONIA,4246
60480SHLND8500S,NEXEO SOLUTIONS LLC,DIBUTYL PHTHALATE,     84-74-2,84742,N,Y,N,8500 S WILLOW SPRINGS RD,WILLOW SPRINGS,COOK,IL,NA,DIBUTYL PHTHALATE,4246
62420NVTNK602WM,NOVATANK CORP,STYRENE,    100-42-5,100425,Y,Y,N,602 W MAIN,CASEY,CLARK,IL,NA,STYRENE,326
61131CLNTN6701C,CLINTON ELECTRONICS CORP,LEAD COMPOUNDS,N420,N420,N,Y,Y,6701 CLINTON RD,LOVES PARK,WINNEBAGO,IL,NA,LEAD COMPOUNDS,334
60480RWLLC10100,ROWELL CHEMICAL CORP,SODIUM NITRITE,   7632-00-0,7632000,N,N,N,10100 ARCHER RD,WILLOW SPRINGS,COOK,IL,NA,SODIUM NITRITE,325
60942MRCNN324WE,SILGAN CONTAINERS MANUFACTURING CORP,TOLUENE,    108-88-3,108883,N,Y,N,324 W MAIN ST,HOOPESTON,VERMILION,IL,NA,TOLUENE,332
62236MZLNC1900W,MOZEL COLUMBIA,1 2 4-TRIMETHYLBENZENE,     95-63-6,95636,N,N,N,1900 W GATE DR,COLUMBIA,MONROE,IL,NA,1 2 4-TRIMETHYLBENZENE,4246
60409PLSTC142EA,PLASTICS COLOR CORP OF ILLINOIS,LEAD COMPOUNDS,N420,N420,N,Y,Y,14201 PAXTON AVE,CALUMET CITY,COOK,IL,NA,LEAD COMPOUNDS,325
6050WSPCLT115SF,HB FULLER CONSTRUCTION PRODUCTS INC,ETHYLENE GLYCOL,    107-21-1,107211,N,Y,N,1105 S. FRONTENAC RD.,AURORA,DUPAGE,IL,NA,ETHYLENE GLYCOL,325
60915RMRPHRT50A,CSL BEHRING,DICHLOROMETHANE,     75-09-2,75092,Y,Y,Y,RT 50 & ARMOUR RD,BRADLEY,KANKAKEE,IL,NA,DICHLOROMETHANE,325
60062MJRRF455AC,MAJOR REFLECTOR PRODUCTS,PHOSPHORIC ACID,   7664-38-2,7664382,N,N,N,455 ACADEMY DR,NORTHBROOK,COOK,IL,NA,PHOSPHORIC ACID,332
62959STHRN11543,SOUTHERN ILLINOIS POWER COOPERATIVE,MERCURY COMPOUNDS,N458,N458,N,Y,Y,11543 LAKE OF EGYPT RD,MARION,WILLIAMSON,IL,NA,MERCURY COMPOUNDS,2211
60648MPRLD6300W,PULLMAN CO IMPERIAL DIV,LEAD,   7439-92-1,7439921,Y,Y,Y,6300 WEST HOWARD ST,NILES,COOK,IL,NA,LEAD,332
60628PMCSP735E1,CHICAGO SPECIALTIES LLC,M-CRESOL,    108-39-4,108394,N,Y,N,735 E 115TH ST,CHICAGO,COOK,IL,NA,M-CRESOL,325
61953QNTMCROUTE,EQUISTAR CHEMICALS LP - TUSCOLA PLANT,PROPYLENE,    115-07-1,115071,N,N,N,625 E US HWY 36,TUSCOLA,DOUGLAS,IL,NA,PROPYLENE,325
60450QNTMC8805N,EQUISTAR CHEMICALS LP,TOLUENE,    108-88-3,108883,N,Y,N,8805 NORTH TABLER RD,MORRIS,GRUNDY,IL,NA,TOLUENE,325
6044WPRSNX26E17,PRES-ON TAPE & GASKET,N-HEXANE,    110-54-3,110543,N,Y,N,2600 E 107TH ST,BOLINGBROOK,WILL,IL,NA,N-HEXANE,339
61252GRKNG18246,AGRI-KING INC,MANGANESE COMPOUNDS,N450,N450,N,Y,N,18246 WALLER RD,FULTON,WHITESIDE,IL,NA,MANGANESE COMPOUNDS,311
61938RRDNNROUTE,LSC COMMUNICATIONS / MATTOON,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,6821 E COUNTY RD 1100 N,MATTOON,COLES,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",323
62060SPCTRCOLLE,MAGNESIUM ELEKTRON NA INC MADISON,1 1 1-TRICHLOROETHANE,     71-55-6,71556,N,Y,Y,1001 COLLEGE ST,MADISON,MADISON,IL,NA,1 1 1-TRICHLOROETHANE,331
60639VJDLN1830N,V J DOLAN & COINC,METHYL ISOBUTYL KETONE,    108-10-1,108101,N,Y,Y,1830 N LARAMIE AVE,CHICAGO,COOK,IL,NA,METHYL ISOBUTYL KETONE,325
60152THVLS1400N,ENGINEERED POLYMER SOLUTIONS INC,ACRYLIC ACID,     79-10-7,79107,N,Y,N,1400 N STATE ST,MARENGO,MCHENRY,IL,NA,ACRYLIC ACID,325
60433NTHNN9809I,MACDERMID ENTHONE INC,CYANIDE COMPOUNDS,N106,N106,N,Y,Y,9809 INDUSTRIAL DR,BRIDGEVIEW,COOK,IL,NA,CYANIDE COMPOUNDS,325
62040RLLYT19THE,VERTELLUS SPECIALTIES INC,PHENANTHRENE,     85-01-8,85018,N,Y,N,1450 EDWARDSVILLE RD,GRANITE CITY,MADISON,IL,NA,PHENANTHRENE,4246
60436KMLTX4050C,CRANE COMPOSITES INC,COBALT COMPOUNDS,N096,N096,Y,Y,N,23525 W EAMES ST,CHANNAHON,WILL,IL,NA,COBALT COMPOUNDS,326
60525RYNLD1STAV,MCCOOK METALS LLC,CERTAIN GLYCOL ETHERS,N230,N230,N,Y,N,4900 1ST AVE,MC COOK,COOK,IL,NA,CERTAIN GLYCOL ETHERS,331
60007XCLLL2425A,EXCELL ELECTRONICS INC,COPPER COMPOUNDS,N100,N100,N,N,N,2425 AMERICAN LN,ELK GROVE VILLAGE,COOK,IL,NA,COPPER COMPOUNDS,334
61080BLTCR429GA,PRIME CAST INC,MANGANESE,   7439-96-5,7439965,N,Y,N,429 GARDNER ST,SOUTH BELOIT,WINNEBAGO,IL,NA,MANGANESE,331
60450QNTMC8805N,EQUISTAR CHEMICALS LP,ETHYLENE OXIDE,     75-21-8,75218,Y,Y,N,8805 NORTH TABLER RD,MORRIS,GRUNDY,IL,NA,ETHYLENE OXIDE,325
60510FRNSL1000W,SIEMENS & FURNAS CONTROLS,DIISOCYANATES,N120,N120,N,Y,N,1000 MCKEE ST,BATAVIA,KANE,IL,NA,DIISOCYANATES,335
60196MTRLN1301E,MOTOROLA SOLUTIONS INC,ACETONE,     67-64-1,67641,N,N,N,1301 E ALGONQUIN RD,SCHAUMBURG,COOK,IL,NA,ACETONE,334
62040RLLYT19THE,VERTELLUS SPECIALTIES INC,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,1450 EDWARDSVILLE RD,GRANITE CITY,MADISON,IL,NA,XYLENE (MIXED ISOMERS),4246
60007BRKSH2075B,BANTA DIRECT MARKETING CHICAGO,COPPER COMPOUNDS,N100,N100,N,N,N,2075 BUSSE RD,ELK GROVE VILLAGE,COOK,IL,NA,COPPER COMPOUNDS,332
60450RCHHL7440W,HB FULLER CO,VINYL ACETATE,    108-05-4,108054,Y,Y,N,7440 W DUPONT RD,MORRIS,GRUNDY,IL,NA,VINYL ACETATE,325
61938JSTRTWESTR,JUSTRITE MANUFACTURING CO LLC,LEAD,   7439-92-1,7439921,Y,Y,Y,3921 DEWITT AVE,MATTOON,COLES,IL,NA,LEAD,332
60452DHRNC16420,ADHERON COATINGS CORP,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,16420 S KILBOURN AVE,OAK FOREST,COOK,IL,NA,XYLENE (MIXED ISOMERS),325
6093WNRTHN22NRT,ONE EARTH ENERGY LLC,METHANOL,     67-56-1,67561,N,Y,N,202 N JORDAN DR,GIBSON CITY,FORD,IL,NA,METHANOL,325
60609CRWFR4165S,CRAWFORD LABORATORIES,TOLUENE-2 6-DIISOCYANATE,     91-08-7,91087,Y,N,N,4165 S EMERALD AVE,CHICAGO,COOK,IL,NA,TOLUENE-2 6-DIISOCYANATE,325
62306QNCYS1900G,ADM QUINCY,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,2100 GARDNER EXPRESSWAY,QUINCY,ADAMS,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",311
60617LTVST11600,LTV STEEL COMPANY,BIPHENYL,     92-52-4,92524,N,Y,N,11600 S BURLEY AVENUE,CHICAGO,COOK,IL,NA,BIPHENYL,331
60651THPYL1334N,PYLE NATIONAL CO,COPPER,   7440-50-8,7440508,N,N,N,1334 N KOSTNER AVE,CHICAGO,COOK,IL,NA,COPPER,334
62202CRRCPHWY3A,CERRO FLOW PRODUCTS LLC,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,3000 MISSISSIPPI AVE,SAUGET,ST CLAIR,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",331
60064MCCHM2100C,EMCO CHEMICAL DISTRIBUTORS INC,PHENOL,    108-95-2,108952,N,Y,N,2100 COMMONWEALTH AVE,NORTH CHICAGO,LAKE,IL,NA,PHENOL,325
60406HYSNC3000W,HYSAN CORP,DICHLOROMETHANE,     75-09-2,75092,Y,Y,Y,3000 W 139TH ST,BLUE ISLAND,COOK,IL,NA,DICHLOROMETHANE,325
62812CLBRTINDUS,BRP US INC,DIMETHYL PHTHALATE,    131-11-3,131113,N,Y,N,451 E ILLINOIS AVE,BENTON,FRANKLIN,IL,NA,DIMETHYL PHTHALATE,336
60410DWCHMI55AR,DOW CHEMICAL JOLIET SITE,DIISOCYANATES,N120,N120,N,Y,N,26332 S FRONTAGE RD W,CHANNAHON,WILL,IL,NA,DIISOCYANATES,325
60632RCTCL5303S,FOAMEX LP,DICHLOROMETHANE,     75-09-2,75092,Y,Y,Y,4630 W 53RD ST,CHICAGO,COOK,IL,NA,DICHLOROMETHANE,326
60120MXPLT970EC,CONNECTOR SERVICE CORP,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,970 E CHICAGO ST,ELGIN,COOK,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",332
60101CRTXC410FA,CARTEX CORP,1 1 1-TRICHLOROETHANE,     71-55-6,71556,N,Y,Y,410 FACTORY RD,ADDISON,DUPAGE,IL,NA,1 1 1-TRICHLOROETHANE,326
60901HNKLCSKENS,BASF CORP,NICKEL COMPOUNDS,N495,N495,N,Y,Y,2525 S KENSINGTON RD,KANKAKEE,KANKAKEE,IL,NA,NICKEL COMPOUNDS,325
62881NRTHM1875W,NORTH AMERICAN LIGHTING INC,TOLUENE,    108-88-3,108883,N,Y,N,1875 W MAIN ST,SALEM,MARION,IL,NA,TOLUENE,336
60160PNRPN1529N,FEDERATED PAINT MANUFACTURING CO INC.,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,1529 N 31ST ST,MELROSE PARK,COOK,IL,NA,XYLENE (MIXED ISOMERS),325
60164CLLNM13ELA,CALLEN MANUFACTURING CORP,ALUMINUM (FUME OR DUST),   7429-90-5,7429905,N,N,N,13 E LAKE ST,NORTHLAKE,COOK,IL,NA,ALUMINUM (FUME OR DUST),331
60047JYRHG800NO,HYDRITE CHEMICAL CO.,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,800 N OAKWOOD RD,LAKE ZURICH,LAKE,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",4246
60473BLLPC300WE,BELL FIBRE PRODUCTS,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,300 W 170TH ST,SOUTH HOLLAND,COOK,IL,NA,SODIUM HYDROXIDE (SOLUTION),322
60067RLNGT600SO,ARLINGTON PLATING CO INC,NICKEL,   7440-02-0,7440020,Y,Y,Y,600 S VERMONT ST,PALATINE,COOK,IL,NA,NICKEL,332
61832HYSTR1813E,NACCO MATERIALS HANDLING GROUP - DANVILLE,ETHYLENE GLYCOL,    107-21-1,107211,N,Y,N,1813 VOORHEES ST,DANVILLE,VERMILION,IL,NA,ETHYLENE GLYCOL,333
60650CCRTN3130S,ACCURATE ANODIZING,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",   7664-93-9,7664939,N,N,N,3130 S AUSTIN BLVD,CICERO,COOK,IL,NA,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",332
61041TNCRP107WA,ROBERTSHAW HANOVER PLANT,COPPER COMPOUNDS,N100,N100,N,N,N,107 N WASHINGTON ST,HANOVER,JO DAVIESS,IL,NA,COPPER COMPOUNDS,332
60616FDRTD1882S,FEDERATED PAINT MANUFACTURING CO INC,METHYL ETHYL KETONE,     78-93-3,78933,N,N,Y,1882 SOUTH NORMAL AVE,CHICAGO,COOK,IL,NA,METHYL ETHYL KETONE,325
60628KPPPR1301E,KAPPA PRODUCTS CORP,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,1301 E 99TH ST,CHICAGO,COOK,IL,NA,SODIUM HYDROXIDE (SOLUTION),311
60434MBLJLINTER,EXXONMOBIL OIL CORP JOL IET REFINERY,ZINC COMPOUNDS,N982,N982,N,N,N,INTERSTATE 55 & ARSENAL RD EAST,CHANNAHON,WILL,IL,NA,ZINC COMPOUNDS,324
61265MLNPN54002,ENGINEERED POLYMER SOLUTIONS INC D/B/A VALSPAR COATINGS,LEAD COMPOUNDS,N420,N420,N,Y,Y,5400 23RD AVE,MOLINE,ROCK ISLAND,IL,NA,LEAD COMPOUNDS,325
60426NVRTF16435,ENVIRITE OF ILLINOIS INC,NITRATE COMPOUNDS,N511,N511,N,N,N,16435 S CENTER AVE,HARVEY,COOK,IL,NA,NITRATE COMPOUNDS,562
61109PCFCS4301K,PACIFIC SCIENTIFIC MOTION CONTROL INC,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,4301 KISHWAUKEE ST,ROCKFORD,WINNEBAGO,IL,NA,XYLENE (MIXED ISOMERS),335
60506MTLRT1001W,METAL ARTS FINISHING INC,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",   7647-01-0,7647010,N,Y,N,1001 W LAKE ST,AURORA,KANE,IL,NA,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",332
60455VNNRM9615S,VAN NORMAN MOLDING CO,STYRENE,    100-42-5,100425,Y,Y,N,9615 S 76TH AVE,BRIDGEVIEW,COOK,IL,NA,STYRENE,326
62040MRCNS1700W,AMSTED RAIL CO INC,TRIETHYLAMINE,    121-44-8,121448,N,Y,N,1700 WALNUT,GRANITE CITY,MADISON,IL,NA,TRIETHYLAMINE,331
61704MCKYTRR1XX,MICKEY TRUCK BODIES INC,METHYL ETHYL KETONE,     78-93-3,78933,N,N,Y,14661 OLD COLONIAL RD,BLOOMINGTON,MCLEAN,IL,NA,METHYL ETHYL KETONE,336
62048CLRKLHAWTH,PREMCOR HARTFORD DISTRIBUTION CENTER,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,201 E HAWTHORNE,HARTFORD,MADISON,IL,NA,XYLENE (MIXED ISOMERS),4247
62942MRNCR1820P,AMEREN CORP GRAND TOWER POWER STATION,LEAD COMPOUNDS,N420,N420,N,Y,Y,1820 POWER PLANT RD,GRAND TOWER,JACKSON,IL,NA,LEAD COMPOUNDS,2211
60164GNRLP135WL,SUN CHEMICAL CORP,CERTAIN GLYCOL ETHERS,N230,N230,N,Y,N,135 W LAKE ST,NORTHLAKE,COOK,IL,NA,CERTAIN GLYCOL ETHERS,325
60188RGRSC171WS,ROGERS CORP HIGH PERFORMANCE FOAMS,ZINC COMPOUNDS,N982,N982,N,N,N,171 W ST CHARLES RD,CAROL STREAM,DUPAGE,IL,NA,ZINC COMPOUNDS,325
62206MNSNT500MO,SOLUTIA INC P2S5 PLANT,HEXACHLOROBENZENE,    118-74-1,118741,Y,Y,N,500 MONSANTO AVE,SAUGET,ST CLAIR,IL,NA,HEXACHLOROBENZENE,325
61602CSTTC1100S,CAST TECHNOLOGIES INC,LEAD,   7439-92-1,7439921,Y,Y,Y,1100 SW WASHINGTON ST,PEORIA,PEORIA,IL,NA,LEAD,331
60631GMCTN6553N,GEM COAT INC.,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,6553 N OLMSTED AVE,CHICAGO,COOK,IL,NA,SODIUM HYDROXIDE (SOLUTION),332
60648BDCKC5700W,A B DICK CO,SODIUM HYDROXIDE (SOLUTION),   1310-73-2,1310732,N,N,N,5700 W TOUHY AVE,NILES,COOK,IL,NA,SODIUM HYDROXIDE (SOLUTION),333
60076LCTRM80195,ELECTRO METAL PRODUCTS CORPORATION,TETRACHLOROETHYLENE,    127-18-4,127184,Y,Y,Y,8019-55 NORTH MONTICELLO AVE,SKOKIE,COOK,IL,NA,TETRACHLOROETHYLENE,332
61554NCRNC13082,EDISON INTERNATIONAL POWERTON GENERATING STATION,VANADIUM COMPOUNDS,N770,N770,N,N,N,13082 E MANITO RD,PEKIN,TAZEWELL,IL,NA,VANADIUM COMPOUNDS,2211
61008BLVDR3000W,FCA US BELVIDERE ASSEMBLY PLANT,METHYL TERT-BUTYL ETHER,   1634-04-4,1634044,N,Y,N,3000 W CHRYSLER DR,BELVIDERE,BOONE,IL,NA,METHYL TERT-BUTYL ETHER,336
60632KNTLF4532S,KENTILE OPERATING CO LP,ZINC COMPOUNDS,N982,N982,N,N,N,4532 S KOLIN AVE,CHICAGO,COOK,IL,NA,ZINC COMPOUNDS,326
61252DRVSN90119,TIMKEN DRIVES LLC,METHANOL,     67-56-1,67561,N,Y,N,901 19TH AVE,FULTON,WHITESIDE,IL,NA,METHANOL,332
62040PRCTM25NOR,PRECOAT METALS,NAPHTHALENE,     91-20-3,91203,N,Y,N,25 NORTHGATE IND US TRIAL DR,GRANITE CITY,MADISON,IL,NA,NAPHTHALENE,332
62236MZLNC1900W,MOZEL COLUMBIA,TOLUENE,    108-88-3,108883,N,Y,N,1900 W GATE DR,COLUMBIA,MONROE,IL,NA,TOLUENE,4246
62201THYLPMONSA,AFTON CHEMICAL CORP,ZINC COMPOUNDS,N982,N982,N,N,N,501 MONSANTO AVE,SAUGET,ST CLAIR,IL,NA,ZINC COMPOUNDS,325
62202CRRCPHWY3A,CERRO FLOW PRODUCTS LLC,ZINC COMPOUNDS,N982,N982,N,N,N,3000 MISSISSIPPI AVE,SAUGET,ST CLAIR,IL,NA,ZINC COMPOUNDS,331
62812MRHBTRURAL,GODFREY MARINE ILLINOIS LLC,STYRENE,    100-42-5,100425,Y,Y,N,10231 SUGAR CREEK RD,BENTON,FRANKLIN,IL,NA,STYRENE,336
62948NRGDV410EA,MAYTAG HERRIN LAUNDRY PRODUCTS,NITRATE COMPOUNDS,N511,N511,N,N,N,410 E LYERLA DR,HERRIN,WILLIAMSON,IL,NA,NITRATE COMPOUNDS,335
60072MRTNT5005B,ROHM & HAAS CHEMICALS LLC,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,5005 BARNARD MILL RD,RINGWOOD,MCHENRY,IL,NA,XYLENE (MIXED ISOMERS),325
60915RMRPHRT50A,CSL BEHRING,AMMONIA,   7664-41-7,7664417,N,N,N,RT 50 & ARMOUR RD,BRADLEY,KANKAKEE,IL,NA,AMMONIA,325
61132PFTRM1351W,GLEASON CUTTING TOOLS CORP,COBALT,   7440-48-4,7440484,Y,Y,N,1351 WINDSOR RD,LOVES PARK,WINNEBAGO,IL,NA,COBALT,333
60628SHRWN11541,SHERWIN-WILLIAMS CO,LEAD,   7439-92-1,7439921,Y,Y,Y,11700 S COTTAGE GROVE,CHICAGO,COOK,IL,NA,LEAD,325
60658CRMLS12840,ARKEMA COATING RESINS,ACRYLONITRILE,    107-13-1,107131,Y,Y,N,12840 S PULASKI RD,ALSIP,COOK,IL,NA,ACRYLONITRILE,325
60426LLDTB16100,ALLIED TUBE & CONDUIT CORP,CHROMIUM,   7440-47-3,7440473,Y,Y,Y,16100 S LATHROP AVE,HARVEY,COOK,IL,NA,CHROMIUM,331
60609CRWFR4165S,CRAWFORD LABORATORIES,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,4165 S EMERALD AVE,CHICAGO,COOK,IL,NA,XYLENE (MIXED ISOMERS),325
61077SWRDS16377,SEWARD SCREW PRODUCTS INC,NICKEL,   7440-02-0,7440020,Y,Y,Y,16377 THIRD ST,SEWARD,WINNEBAGO,IL,NA,NICKEL,332
60103CMCRF1080M,CAMCRAFT INC,LEAD,   7439-92-1,7439921,Y,Y,Y,1080 MUIRFIELD DR,HANOVER PARK,DUPAGE,IL,NA,LEAD,332
61523CHLLC4507E,CHILLICOTHE METAL CO INC,ETHYLENE GLYCOL,    107-21-1,107211,N,Y,N,4507 E ROME RD,CHILLICOTHE,PEORIA,IL,NA,ETHYLENE GLYCOL,332
60614HRWNL2015N,HORWEEN LEATHER CO,MANGANESE COMPOUNDS,N450,N450,N,Y,N,2015 N ELSTON,CHICAGO,COOK,IL,NA,MANGANESE COMPOUNDS,316
60031MZRCH3938P,VANTAGE SPECIALTIES,MIXTURE,,MIXTURE,N,N,N,3938 PORETT DR,GURNEE,LAKE,IL,NA,MIXTURE,325
61537HNRYFRICHA,UNITED SUPPLIERS INC,AMMONIA,   7664-41-7,7664417,N,N,N,1557 COUNTY RD 1400 N,HENRY,MARSHALL,IL,NA,AMMONIA,325
6206WBNGBN395BI,GREEN PLAINS MADISON LLC,ACETALDEHYDE,     75-07-0,75070,Y,Y,N,395 BISSELL STREET,MADISON,MADISON,IL,NA,ACETALDEHYDE,325
60626SCLCT6601N,S&C ELECTRIC CO,LEAD COMPOUNDS,N420,N420,N,Y,Y,6601 N RIDGE BLVD,CHICAGO,COOK,IL,NA,LEAD COMPOUNDS,335
60650KPPRS3900S,KOPPERS INC,NAPHTHALENE,     91-20-3,91203,N,Y,N,3900 S LARAMIE AVE,CICERO,COOK,IL,NA,NAPHTHALENE,325
61101RNTZN1025S,ARNTZEN CORP,COPPER,   7440-50-8,7440508,N,N,N,1025 SCHOOL ST,ROCKFORD,WINNEBAGO,IL,NA,COPPER,331
60072MRTNT5005B,ROHM & HAAS CHEMICALS LLC,ACRYLIC ACID,     79-10-7,79107,N,Y,N,5005 BARNARD MILL RD,RINGWOOD,MCHENRY,IL,NA,ACRYLIC ACID,325
62953LCTRC2100P,ELECTRIC ENERGY INC,POLYCYCLIC AROMATIC COMPOUNDS,N590,N590,Y,Y,N,2100 PORTLAND RD,JOPPA,MASSAC,IL,NA,POLYCYCLIC AROMATIC COMPOUNDS,2211
60090LNGDN788TU,LANG DENTAL MANUFACTURING CO,METHYL METHACRYLATE,     80-62-6,80626,N,Y,N,175 MESSNER DR,WHEELING,COOK,IL,NA,METHYL METHACRYLATE,339
6063WNDPND6226W,INDEPENDENCE TUBE C,COPPER COMPOUNDS,N100,N100,N,N,N,6226 W 74TH ST,CHICAGO,COOK,IL,NA,COPPER COMPOUNDS,331
60473MCWHR192W1,ACCURATE DISPERSIONS,ANTIMONY COMPOUNDS,N010,N010,N,Y,N,192 W 155TH ST,SOUTH HOLLAND,COOK,IL,NA,ANTIMONY COMPOUNDS,325
60644NDRSN824SO,ANDERSON SHUMAKER CO,COBALT COMPOUNDS,N096,N096,Y,Y,N,824 S CENTRAL AVE,CHICAGO,COOK,IL,NA,COBALT COMPOUNDS,332
60434MBLJLINTER,EXXONMOBIL OIL CORP JOL IET REFINERY,1 3-BUTADIENE,    106-99-0,106990,Y,Y,N,INTERSTATE 55 & ARSENAL RD EAST,CHANNAHON,WILL,IL,NA,1 3-BUTADIENE,324
61354MTKTC5750S,METOKOTE CORP PLANT 11,CERTAIN GLYCOL ETHERS,N230,N230,N,Y,N,5750 ST RT 251,PERU,LA SALLE,IL,NA,CERTAIN GLYCOL ETHERS,332
62301TCKMN616S5,WESTMIN CORP,MANGANESE COMPOUNDS,N450,N450,N,Y,N,616 S 5TH ST,QUINCY,ADAMS,IL,NA,MANGANESE COMPOUNDS,325
60638DBRTC4700S,DAUBERT CHEMICAL CO,CYCLOHEXANE,    110-82-7,110827,N,N,N,4700 S CENTRAL AVE,CHICAGO,COOK,IL,NA,CYCLOHEXANE,325
60090MTTHW400SM,MATTHEWS PAINT CO,XYLENE (MIXED ISOMERS),   1330-20-7,1330207,N,Y,Y,400 S MERCANTILE CT,WHEELING,COOK,IL,NA,XYLENE (MIXED ISOMERS),325
6055WPRDCR196BU,PRODUCERS CHEMICAL CO,METHYL ISOBUTYL KETONE,    108-10-1,108101,N,Y,Y,1960 BUCKTAIL LANE,SUGAR GROVE,KANE,IL,NA,METHYL ISOBUTYL KETONE,4246
